activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027221001,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Male,1,2,2,3,1,1,2,2,2,345000.0,92.0,5.625,-0.978,2,4414.63,NA,0.0,,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,172,42,1,10,1,14,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,3636,29.37,119600,131.52,1583,1550,55
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027140602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,2,2,265000.0,97.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,44,>60%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,2872,37.64,119600,108.04,813,951,55
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027070301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,2,2,235000.0,95.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,192,39,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,6,5,7,,6008,24.38,119600,88.64,1737,2340,51
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027090000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,2,2,3,1,1,2,2,2,415000.0,100.0,5.5,-0.237,2,17168.35,NA,0.0,,150.0,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,309,20%-<30%,3,3,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,2245,14.83,119600,122.15,812,1317,47
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027210201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Male,1,0,2,1,1,1,2,2,2,315000.0,95.0,7.5,1.126,2,4029.46,NA,0.0,,750.0,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,141,30%-<36%,3,3,1,11,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,<25,25-34,No,No,1,1,1,,,,,10,,,,4128,47.97,119600,90.89,963,1640,57
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027140400,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,3,1,1,2,2,2,445000.0,68.75,5.375,-0.881,2,10383.2,NA,556.88,556.88,,360,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,168,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5360,29.72,119600,126.96,1736,1936,55
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027130003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,215000.0,80.0,6.25,-0.141,2,4583.57,NA,0.0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,88,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5341,22.13,119600,82.29,1092,1836,41
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027050103,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,815000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,347,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,5482,22.75,119600,135.53,1827,1917,43
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027221001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,0,2,1,1,1,2,2,2,385000.0,95.0,6.75,-1.527,2,5354.35,NA,0.0,,,360,NA,36,2,2,2,2,405000,1,1,3,5,1,NA,194,20%-<30%,1,1,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3636,29.37,119600,131.52,1583,1550,55
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Black or African American,Joint,3,0,2,1,1,1,2,2,2,555000.0,87.382,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,635000,1,1,3,5,1,NA,124,>60%,3,1,2,,,,,1,12,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,,,,,1,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027060100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,3,0,2,1,1,1,2,2,2,555000.0,87.382,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,635000,1,1,3,5,1,NA,174,50%-60%,1,10,1,12,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,6189,47.96,119600,102.79,980,1372,23
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027410000,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,3,1,1,2,2,2,325000.0,90.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,74,>60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,1,,,,3848,45.01,119600,94.93,524,716,61
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027221001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,1,1,2,2,2,305000.0,80.0,6.25,0.092,2,3380.95,NA,0.0,,,180,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,133,45,2,2,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,1,,,,,10,,,,3636,29.37,119600,131.52,1583,1550,55
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027140202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,3,2,1,1,1,2,2,2,435000.0,72.881,6.125,-0.314,2,13977.49,NA,9137.5,4837.5,,360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,181,47,3,3,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,4835,34.93,119600,94.01,1158,1708,39
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027070301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,365000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,282,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,6008,24.38,119600,88.64,1737,2340,51
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027110003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,0,2,1,1,1,2,2,2,355000.0,85.0,8.125,0.944,2,4337.0,NA,0.0,,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,129,40,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,3780,18.7,119600,127.28,1328,1619,39
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027050104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,1,1,2,2,2,635000.0,80.0,6.5,-1.274,2,5202.79,NA,0.0,,,360,NA,60,2,2,2,2,795000,1,1,3,5,1,NA,239,44,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,6837,26.05,119600,129.27,1908,2195,33
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027220901,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,3,1,1,2,2,2,345000.0,100.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,111,>60%,3,1,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,1,2,2,35-44,35-44,No,No,1,1,6,,,,,3,1,,,4272,63.55,119600,76.57,843,1490,0
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027080104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,4,0,2,1,1,1,2,2,2,275000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,157,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,3678,21.56,119600,104.41,1171,1494,41
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027070301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,365000.0,94.825,6.875,-0.168,2,5852.9,NA,1832.51,458.13,50.0,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,102,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,6008,24.38,119600,88.64,1737,2340,51
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027140302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,1,1,2,2,2,275000.0,97.0,8.5,1.28,2,3577.32,NA,0.0,,50.0,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,78,46,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,2876,53.93,119600,82.93,436,816,63
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027050104,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,0,2,3,1,1,2,2,2,615000.0,96.094,5.75,-1.227,2,18872.63,NA,15375.0,9225.0,605.0,360,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,120,50%-60%,1,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,6837,26.05,119600,129.27,1908,2195,33
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027020003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,0,2,1,1,1,2,2,2,65000.0,100.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,65000,1,2,3,5,1,NA,52,>60%,1,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,1,9,,,4226,24.18,119600,99.94,1339,1805,37
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027050102,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,3,1,1,2,2,2,125000.0,85.541,3.5,-3.146,2,880.82,NA,300.0,,1125.0,270,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,74,38,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4180,26.6,119600,103.48,1126,1381,50
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027140400,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,3,0,2,3,1,1,2,2,2,425000.0,100.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,26,>60%,3,3,1,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,1,,,,,3,2,1,9,5360,29.72,119600,126.96,1736,1936,55
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027070301,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,3,1,1,2,2,2,285000.0,60.0,7.0,-0.838,2,276.63,NA,0.0,,,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,88,47,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,6008,24.38,119600,88.64,1737,2340,51
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027050104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,3,0,2,1,1,1,2,2,2,565000.0,85.052,NA,NA,3,NA,NA,NA,NA,NA,360,NA,36,2,2,2,2,665000,1,1,3,5,1,NA,142,>60%,1,3,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,3,1,,,6837,26.05,119600,129.27,1908,2195,33
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027060301,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,3,1,1,2,2,2,325000.0,69.565,6.5,-0.871,2,7719.91,NA,0.0,,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,73,>60%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,1,,,,,10,,,,4334,27.18,119600,108.24,1227,1448,49
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027140700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,105000.0,20.408,6.375,-0.36,2,3041.94,NA,0.0,,,180,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,92,37,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,6761,30.71,119600,126.84,2069,2350,56
2023,5493003GQDUH26DNNH17,39100,NY,36027,36027190301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,115000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,126,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3609,38.57,119600,102.29,582,735,49
2023,549300J8HNLGP2HYNE66,39100,NY,36027,36027040003,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,2475000.0,NA,6.0,NA,3,NA,NA,NA,NA,NA,120,NA,NA,2,1,1,2,3305000,1,3,3,5,5-24,0,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,3820,34.55,119600,90.39,1000,1543,44
2023,549300GK8CWYLPIWOV65,39100,NY,36027,36027190204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,1,1,1,1,1111,1111,1111,255000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,114,Exempt,1111,1111,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1111,1111,1111,,,,,10,,,,5404,29.72,119600,112.91,1664,1813,44
2023,549300GK8CWYLPIWOV65,39100,NY,36027,36027140400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,1,1,1,1111,1111,1111,105000.0,Exempt,Exempt,Exempt,3,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,NA,Exempt,1111,1111,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1111,1111,1111,,,,,10,,,,5360,29.72,119600,126.96,1736,1936,55
2023,549300GK8CWYLPIWOV65,39100,NY,36027,36027060301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,1,1,1111,1111,1111,105000.0,Exempt,Exempt,Exempt,2,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,Exempt,1111,1111,1111,1111,Exempt,1,1,1111,1111,1,Exempt,80,Exempt,1111,1111,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1111,1111,1111,,,,,10,,,,4334,27.18,119600,108.24,1227,1448,49
2023,54930017CJWOENP0BZ82,39100,NY,36027,36027120000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,2,1,1,2,2,2,355000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,130,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,35-44,No,No,1,1,3,,,,,10,,,,2218,13.39,119600,74.57,688,1222,54
2023,54930017CJWOENP0BZ82,39100,NY,36027,36027150004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,655000.0,80.0,6.375,-0.264,2,3882.13,NA,1800.0,,371.0,360,NA,NA,2,2,2,2,825000,1,1,3,5,1,NA,315,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,3481,14.22,119600,98.47,970,1308,54
2023,54930017CJWOENP0BZ82,39100,NY,36027,36027020004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,205000.0,29.685,6.125,-0.598,2,6228.13,NA,3050.0,1250.0,,360,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,216,42,2,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,2853,20.01,119600,144.7,843,935,37
2023,54930017CJWOENP0BZ82,39100,NY,36027,36027130004,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,345000.0,95.0,7.25,0.434,2,4620.5,NA,1800.0,,160.0,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,153,30%-<36%,3,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,45-54,No,No,1,1,1,,,,,10,,,,1737,16.93,119600,134.1,524,654,52
2023,54930017CJWOENP0BZ82,39100,NY,36027,36027140101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,245000.0,73.134,7.375,0.004,2,4261.49,NA,1800.0,,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,75,41,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,>74,55-64,Yes,No,1,1,1,,,,,10,,,,7043,35.04,119600,105.15,879,1395,64
2023,549300IRXW9RSZM2B951,39100,NY,36027,36027220101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,1,205000.0,75.0,6.75,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,265000,1,3,3,5,2,NA,245,37,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,<25,55-64,No,No,1,1,2,,,,,10,,,,4045,62.35,119600,63.58,291,1328,65
2023,549300JPGMCMBEJEK584,39100,NY,36027,36027070401,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,5,0,2,1,1,2,2,1,2,75000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,480,NA,1,2,1,2,2,NA,1,1,3,5,1,NA,135,NA,9,9,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,4273,42.03,119600,115.69,909,1108,56
2023,549300JPGMCMBEJEK584,39100,NY,36027,36027060201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,335000.0,80.0,6.125,-0.233,2,3472.54,NA,695.0,,955.0,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,137,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3297,30.06,119600,116.24,1119,1275,38
2023,549300JPGMCMBEJEK584,39100,NY,36027,36027140500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,4,0,2,1,1,1,2,2,2,175000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,155,NA,9,9,2,,,,,2,,,,,2,2,21,,,,,21,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,2650,42.75,119600,96.96,609,737,51
2023,54930039IUN6515TBG78,39100,NY,36027,36027070401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,9,2,1,1,1,2,2,2,285000.0,75.946,6.75,0.602,2,8630.57,NA,5107.5,3512.5,,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,81,39,1,9,1,,,,,1,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,25-34,<25,No,No,1,1,1,,,,,10,,,,4273,42.03,119600,115.69,909,1108,56
2023,WWB2V0FCW3A0EE3ZJN75,39100,NY,36027,36027110004,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,1705000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,120,2,2,2,2,NA,1,1,3,5,1,NA,533,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,2237,21.9,119600,94.05,543,856,43
2023,WWB2V0FCW3A0EE3ZJN75,39100,NY,36027,36027190204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,1,1,2,2,2,515000.0,95.0,7.25,0.404,2,4735.81,NA,1801.25,641.25,,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,143,41,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,5404,29.72,119600,112.91,1664,1813,44
2023,WWB2V0FCW3A0EE3ZJN75,39100,NY,36027,36027040003,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,9,2,1,1,2,2,2,2,15000.0,69.58,0.0,NA,3,NA,NA,NA,NA,NA,120,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,NA,NA,9,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3820,34.55,119600,90.39,1000,1543,44
2023,WWB2V0FCW3A0EE3ZJN75,39100,NY,36027,36027040003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,595000.0,95.0,7.375,0.153,2,9452.97,NA,6105.31,5195.31,,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,309,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,45-54,No,No,1,1,2,,,,,10,,,,3820,34.55,119600,90.39,1000,1543,44
2023,WWB2V0FCW3A0EE3ZJN75,39100,NY,36027,36027180001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,725000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,542,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4558,13.87,119600,120.59,1288,1641,44
